Namespace(data_dirs=['/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P01', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P02', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P03', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P04', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P06', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P07', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P09', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P11', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P12', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P22', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P23', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P25', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P26', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P27', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P28', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P30', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P33', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P34', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P35', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P36', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P37', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/UT_ego', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d'], dataset_name='sayavakepicutego4d', filekey=False, maxcount=1000000.0, maxsize=1e+16, shards='/misc/vlgscratch4/LakeGroup/emin/')
# of images 17958947
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000000.tar 0 0.0 GB 0
counter, i, fname, cls 0 3323938 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1837/img_0250.jpeg 11094
counter, i, fname, cls 4500000 11876781 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00251258.jpeg 14179
counter, i, fname, cls 4510000 10522505 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00500439.jpeg 14177
counter, i, fname, cls 4520000 4085552 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4376/img_0164.jpeg 13633
counter, i, fname, cls 4530000 13752905 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00641641.jpeg 14180
counter, i, fname, cls 4540000 14059747 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00948483.jpeg 14180
counter, i, fname, cls 4550000 12680038 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01054515.jpeg 14179
counter, i, fname, cls 4560000 5954014 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01706527.jpeg 14174
counter, i, fname, cls 4570000 5878795 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01631308.jpeg 14174
counter, i, fname, cls 4580000 1607246 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0103/img_0190.jpeg 5371
counter, i, fname, cls 4590000 2952787 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0600/img_0199.jpeg 9857
counter, i, fname, cls 4600000 1371720 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1993/img_0131.jpeg 4585
counter, i, fname, cls 4610000 3143528 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1236/img_0140.jpeg 10493
counter, i, fname, cls 4620000 4609169 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00361682.jpeg 14174
counter, i, fname, cls 4630000 8928853 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00127880.jpeg 14176
counter, i, fname, cls 4640000 15820823 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00601557.jpeg 14182
counter, i, fname, cls 4650000 8283873 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04036386.jpeg 14174
counter, i, fname, cls 4660000 13298006 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00186742.jpeg 14180
counter, i, fname, cls 4670000 9667977 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00867004.jpeg 14176
counter, i, fname, cls 4680000 13958060 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00846796.jpeg 14180
counter, i, fname, cls 4690000 1349940 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1920/img_0251.jpeg 4512
counter, i, fname, cls 4700000 7112670 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02865183.jpeg 14174
counter, i, fname, cls 4710000 9238177 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00437204.jpeg 14176
counter, i, fname, cls 4720000 426590 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_1421/img_0290.jpeg 1421
counter, i, fname, cls 4730000 12265162 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00639639.jpeg 14179
counter, i, fname, cls 4740000 1069595 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0986/img_0106.jpeg 3578
counter, i, fname, cls 4750000 9060456 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00259483.jpeg 14176
counter, i, fname, cls 4760000 4938200 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00690713.jpeg 14174
counter, i, fname, cls 4770000 4723827 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00476340.jpeg 14174
counter, i, fname, cls 4780000 11725581 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00100058.jpeg 14179
counter, i, fname, cls 4790000 16676859 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00497613.jpeg 14183
counter, i, fname, cls 4800000 814092 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0134/img_0203.jpeg 2726
counter, i, fname, cls 4810000 864420 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0302/img_0131.jpeg 2894
counter, i, fname, cls 4820000 13292779 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00181515.jpeg 14180
counter, i, fname, cls 4830000 11048208 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_01026142.jpeg 14177
counter, i, fname, cls 4840000 13193632 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00082368.jpeg 14180
counter, i, fname, cls 4850000 15700461 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00481195.jpeg 14182
counter, i, fname, cls 4860000 12844277 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01218754.jpeg 14179
counter, i, fname, cls 4870000 17682862 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00238712.jpeg 14184
counter, i, fname, cls 4880000 2874583 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0339/img_0295.jpeg 9596
counter, i, fname, cls 4890000 7666110 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03418623.jpeg 14174
counter, i, fname, cls 4900000 9179227 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00378254.jpeg 14176
counter, i, fname, cls 4910000 4186507 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4713/img_0019.jpeg 13970
counter, i, fname, cls 4920000 7374942 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03127455.jpeg 14174
counter, i, fname, cls 4930000 1082912 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1030/img_0223.jpeg 3622
counter, i, fname, cls 4940000 1655367 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0264/img_0011.jpeg 5532
counter, i, fname, cls 4950000 6003730 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01756243.jpeg 14174
counter, i, fname, cls 4960000 14934921 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00329688.jpeg 14181
counter, i, fname, cls 4970000 6473655 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02226168.jpeg 14174
counter, i, fname, cls 4980000 10575942 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00553876.jpeg 14177
counter, i, fname, cls 4990000 7851411 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03603924.jpeg 14174
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000005.tar 1000000 380.9 GB 5000000
counter, i, fname, cls 5000000 8658523 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04411036.jpeg 14174
counter, i, fname, cls 5010000 6834132 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02586645.jpeg 14174
counter, i, fname, cls 5020000 13657312 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00546048.jpeg 14180
counter, i, fname, cls 5030000 9184064 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00383091.jpeg 14176
counter, i, fname, cls 5040000 7701056 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03453569.jpeg 14174
counter, i, fname, cls 5050000 3013407 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0802/img_0219.jpeg 10059
counter, i, fname, cls 5060000 12373659 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00748136.jpeg 14179
counter, i, fname, cls 5070000 7779978 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03532491.jpeg 14174
counter, i, fname, cls 5080000 9548690 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00747717.jpeg 14176
counter, i, fname, cls 5090000 7875293 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03627806.jpeg 14174
counter, i, fname, cls 5100000 8798932 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000001/img_00011681.jpeg 14175
counter, i, fname, cls 5110000 1015745 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0806/img_0256.jpeg 3398
counter, i, fname, cls 5120000 10392736 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00370670.jpeg 14177
counter, i, fname, cls 5130000 6792163 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02544676.jpeg 14174
counter, i, fname, cls 5140000 15218222 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00612989.jpeg 14181
counter, i, fname, cls 5150000 9211539 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00410566.jpeg 14176
counter, i, fname, cls 5160000 1885028 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_1029/img_0172.jpeg 6297
counter, i, fname, cls 5170000 15195264 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00590031.jpeg 14181
counter, i, fname, cls 5180000 12890978 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01265455.jpeg 14179
counter, i, fname, cls 5190000 2641053 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1901/img_0025.jpeg 8818
counter, i, fname, cls 5200000 12638054 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01012531.jpeg 14179
counter, i, fname, cls 5210000 8356507 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04109020.jpeg 14174
counter, i, fname, cls 5220000 11606776 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000004/img_00205884.jpeg 14178
counter, i, fname, cls 5230000 15039588 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00434355.jpeg 14181
counter, i, fname, cls 5240000 12808047 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01182524.jpeg 14179
counter, i, fname, cls 5250000 3515467 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2476/img_0079.jpeg 11733
counter, i, fname, cls 5260000 1490154 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_2388/img_0065.jpeg 4980
counter, i, fname, cls 5270000 2915839 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0477/img_0151.jpeg 9734
counter, i, fname, cls 5280000 14672486 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00067253.jpeg 14181
counter, i, fname, cls 5290000 16553950 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00374704.jpeg 14183
counter, i, fname, cls 5300000 9673966 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00872993.jpeg 14176
counter, i, fname, cls 5310000 6707084 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02459597.jpeg 14174
counter, i, fname, cls 5320000 12599547 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00974024.jpeg 14179
counter, i, fname, cls 5330000 3072964 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1001/img_0076.jpeg 10258
counter, i, fname, cls 5340000 890326 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0388/img_0237.jpeg 2980
counter, i, fname, cls 5350000 16445256 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00266010.jpeg 14183
counter, i, fname, cls 5360000 3675874 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3010/img_0286.jpeg 12267
counter, i, fname, cls 5370000 5434554 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01187067.jpeg 14174
counter, i, fname, cls 5380000 14770195 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00164962.jpeg 14181
counter, i, fname, cls 5390000 2760219 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_2298/img_0091.jpeg 9215
counter, i, fname, cls 5400000 15352438 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00133172.jpeg 14182
counter, i, fname, cls 5410000 16878899 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00699653.jpeg 14183
counter, i, fname, cls 5420000 3144507 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1239/img_0219.jpeg 10496
counter, i, fname, cls 5430000 12047227 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00421704.jpeg 14179
counter, i, fname, cls 5440000 1759221 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0610/img_0065.jpeg 5878
counter, i, fname, cls 5450000 3145812 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1244/img_0024.jpeg 10501
counter, i, fname, cls 5460000 5335278 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01087791.jpeg 14174
counter, i, fname, cls 5470000 17227841 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_01048595.jpeg 14183
counter, i, fname, cls 5480000 16570686 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00391440.jpeg 14183
counter, i, fname, cls 5490000 14339491 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01228227.jpeg 14180
counter, i, fname, cls 5500000 8634010 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04386523.jpeg 14174
counter, i, fname, cls 5510000 10264045 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00241979.jpeg 14177
counter, i, fname, cls 5520000 1513207 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_2465/img_0018.jpeg 5057
counter, i, fname, cls 5530000 1069340 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0985/img_0151.jpeg 3577
counter, i, fname, cls 5540000 6320584 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02073097.jpeg 14174
counter, i, fname, cls 5550000 8587097 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04339610.jpeg 14174
counter, i, fname, cls 5560000 14547392 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01436128.jpeg 14180
counter, i, fname, cls 5570000 10691101 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00669035.jpeg 14177
counter, i, fname, cls 5580000 6097548 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01850061.jpeg 14174
counter, i, fname, cls 5590000 15853449 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00634183.jpeg 14182
counter, i, fname, cls 5600000 17915800 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0713/img_0266.jpeg 14898
counter, i, fname, cls 5610000 5080250 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00832763.jpeg 14174
counter, i, fname, cls 5620000 5117468 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00869981.jpeg 14174
counter, i, fname, cls 5630000 2234370 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_0545/img_0142.jpeg 7462
counter, i, fname, cls 5640000 8838538 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00037565.jpeg 14176
counter, i, fname, cls 5650000 1605440 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0097/img_0184.jpeg 5365
counter, i, fname, cls 5660000 8267117 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04019630.jpeg 14174
counter, i, fname, cls 5670000 5100467 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00852980.jpeg 14174
counter, i, fname, cls 5680000 7921236 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03673749.jpeg 14174
counter, i, fname, cls 5690000 5330391 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01082904.jpeg 14174
counter, i, fname, cls 5700000 1460597 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_2289/img_0208.jpeg 4881
counter, i, fname, cls 5710000 17824204 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0408/img_0170.jpeg 14593
counter, i, fname, cls 5720000 6273899 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02026412.jpeg 14174
counter, i, fname, cls 5730000 10986836 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00964770.jpeg 14177
counter, i, fname, cls 5740000 16044847 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00825581.jpeg 14182
counter, i, fname, cls 5750000 6811707 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02564220.jpeg 14174
counter, i, fname, cls 5760000 16294907 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00115661.jpeg 14183
counter, i, fname, cls 5770000 17816897 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0384/img_0063.jpeg 14569
counter, i, fname, cls 5780000 10262432 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00240366.jpeg 14177
counter, i, fname, cls 5790000 3395874 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2077/img_0186.jpeg 11334
counter, i, fname, cls 5800000 15720766 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00501500.jpeg 14182
counter, i, fname, cls 5810000 15985933 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00766667.jpeg 14182
counter, i, fname, cls 5820000 7990994 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03743507.jpeg 14174
counter, i, fname, cls 5830000 15730099 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00510833.jpeg 14182
counter, i, fname, cls 5840000 1269056 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1651/img_0067.jpeg 4243
counter, i, fname, cls 5850000 5577717 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01330230.jpeg 14174
counter, i, fname, cls 5860000 2307849 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_0790/img_0121.jpeg 7707
counter, i, fname, cls 5870000 16742226 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00562980.jpeg 14183
counter, i, fname, cls 5880000 8424727 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04177240.jpeg 14174
counter, i, fname, cls 5890000 4674334 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00426847.jpeg 14174
counter, i, fname, cls 5900000 16207018 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00027772.jpeg 14183
counter, i, fname, cls 5910000 13712754 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00601490.jpeg 14180
counter, i, fname, cls 5920000 8479768 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04232281.jpeg 14174
counter, i, fname, cls 5930000 779448 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0019/img_0059.jpeg 2611
counter, i, fname, cls 5940000 15444236 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00224970.jpeg 14182
counter, i, fname, cls 5950000 12443238 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00817715.jpeg 14179
counter, i, fname, cls 5960000 1165962 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1307/img_0173.jpeg 3899
counter, i, fname, cls 5970000 13109537 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01484014.jpeg 14179
counter, i, fname, cls 5980000 13880391 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00769127.jpeg 14180
counter, i, fname, cls 5990000 16031715 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00812449.jpeg 14182
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000006.tar 1000000 381.0 GB 6000000
counter, i, fname, cls 6000000 5020071 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00772584.jpeg 14174
counter, i, fname, cls 6010000 2433921 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1210/img_0193.jpeg 8127
counter, i, fname, cls 6020000 4074212 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4338/img_0224.jpeg 13595
counter, i, fname, cls 6030000 8517229 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04269742.jpeg 14174
counter, i, fname, cls 6040000 9741275 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00940302.jpeg 14176
